"","COSEWICID","SCI_NAME","COM_NAME","TAXON","SAR_STAT","SCHEDULE","CODE","HABITAT","SUITABILITY","SEASON","MAJ_IMPORTANCE"
"319","713","Plestiodon skiltonianus","Western Skink","Reptiles","Special Concern","Schedule 1","6","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,NA
"320","715","Tegeticula yuccasella","Yucca Moth","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"321","719","Megascops kennicottii kennicottii","Western Screech-owl kennicottii subspecies","Birds","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"322","720","Megascops kennicottii macfarlanei","Western Screech-owl macfarlanei subspecies","Birds","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"323","721","Pituophis catenifer catenifer","Pacific Gophersnake","Reptiles","Extirpated","Schedule 1","-9999","NA","NA","NA","NA"
"324","722","Pituophis catenifer deserticola","Great Basin Gophersnake","Reptiles","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"325","732","Cryptomastix devia","Puget Oregonian","Molluscs","Extirpated","Schedule 1","-9999","NA","NA","NA","NA"
"326","735","Scouleria marginata","Margined Streamside Moss","Mosses","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"327","741","Fabronia pusilla","Silver Hair Moss","Mosses","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"328","745","Allogona townsendiana","Oregon Forestsnail","Molluscs","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"329","746","Lupinus rivularis","Streambank Lupine","Vascular Plants","Endangered","Schedule 1","4.4","Grassland - Temperate","Suitable",NA,NA
"330","751","Antennaria flagellaris","Stoloniferous Pussytoes","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"331","752","Apodemia mormo","Mormon Metalmark (Southern Mountain population)","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"332","753","Apodemia mormo","Mormon Metalmark (Prairie population)","Arthropods","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"333","759","Charina bottae","Northern Rubber Boa","Reptiles","Special Concern","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"334","759","Charina bottae","Northern Rubber Boa","Reptiles","Special Concern","Schedule 1","3.4","Shrubland - Temperate","Suitable",NA,NA
"335","759","Charina bottae","Northern Rubber Boa","Reptiles","Special Concern","Schedule 1","3.8","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"336","759","Charina bottae","Northern Rubber Boa","Reptiles","Special Concern","Schedule 1","4.4","Grassland - Temperate","Suitable",NA,NA
"337","760","Collomia tenella","Slender Collomia","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"338","765","Hemphillia dromedarius","Dromedary Jumping–slug","Molluscs","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"339","766","Hemphillia glandulosa","Warty Jumping–slug","Molluscs","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"340","767","Juncus kelloggii","Kellogg's Rush","Vascular Plants","Endangered","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"341","772","Polystichum lemmonii","Lemmon's Holly Fern","Vascular Plants","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"342","773","Psilocarphus brevissimus","Dwarf Woolly-heads (Southern Mountain population)","Vascular Plants","Endangered","Schedule 1","5.15","Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats","Suitable",NA,NA
"343","773","Psilocarphus brevissimus","Dwarf Woolly-heads (Southern Mountain population)","Vascular Plants","Endangered","Schedule 1","5.17","Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Marshes/Pools","Suitable",NA,NA
"344","773","Psilocarphus brevissimus","Dwarf Woolly-heads (Southern Mountain population)","Vascular Plants","Endangered","Schedule 1","5.6","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"345","773","Psilocarphus brevissimus","Dwarf Woolly-heads (Southern Mountain population)","Vascular Plants","Endangered","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"346","775","Silene scouleri ssp. grandis","Coastal Scouler's Catchfly","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"347","778","Triteleia howellii","Howell's Triteleia","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"348","779","Tonella tenella","Small–flowered Tonella","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"349","789","Copablepharon fuscum","Sand–verbena Moth","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"350","790","Eremophila alpestris strigata","Horned Lark strigata subspecies","Birds","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"351","792","Hesperia dacotae","Dakota Skipper","Arthropods","Endangered","Schedule 1","4.4","Grassland - Temperate","Suitable",NA,NA
"352","796","Oarisma poweshiek","Poweshiek Skipperling","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"353","797","Phoebastria albatrus","Short–tailed Albatross","Birds","Threatened","Schedule 1","10.1","Marine Oceanic - Epipelagic (0-200m)","Suitable","Breeding Season","Yes"
"354","797","Phoebastria albatrus","Short–tailed Albatross","Birds","Threatened","Schedule 1","10.1","Marine Oceanic - Epipelagic (0-200m)","Suitable","Non-Breeding Season","Yes"
"355","797","Phoebastria albatrus","Short–tailed Albatross","Birds","Threatened","Schedule 1","10.3","Marine Oceanic - Bathypelagic (1000-4000m)","Suitable","Non-Breeding Season","Yes"
"356","797","Phoebastria albatrus","Short–tailed Albatross","Birds","Threatened","Schedule 1","10.4","Marine Oceanic - Abyssopelagic (4000-6000m)","Suitable","Non-Breeding Season","Yes"
"357","797","Phoebastria albatrus","Short–tailed Albatross","Birds","Threatened","Schedule 1","13.1","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands","Suitable","Breeding Season","No"
"358","797","Phoebastria albatrus","Short–tailed Albatross","Birds","Threatened","Schedule 1","9.1","Marine Neritic - Pelagic","Suitable","Breeding Season","Yes"
"359","797","Phoebastria albatrus","Short–tailed Albatross","Birds","Threatened","Schedule 1","9.1","Marine Neritic - Pelagic","Suitable","Non-Breeding Season","Yes"
"360","806","Bryoerythrophyllum columbianum","Columbian Carpet Moss","Mosses","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"361","808","Crotalus oreganus","Western Rattlesnake","Reptiles","Threatened","Schedule 1","1.4","Forest - Temperate","Suitable",NA,NA
"362","808","Crotalus oreganus","Western Rattlesnake","Reptiles","Threatened","Schedule 1","2.1","Savanna - Dry","Suitable",NA,NA
"363","808","Crotalus oreganus","Western Rattlesnake","Reptiles","Threatened","Schedule 1","3.4","Shrubland - Temperate","Suitable",NA,NA
"364","808","Crotalus oreganus","Western Rattlesnake","Reptiles","Threatened","Schedule 1","3.8","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"365","808","Crotalus oreganus","Western Rattlesnake","Reptiles","Threatened","Schedule 1","4.4","Grassland - Temperate","Suitable",NA,NA
"366","808","Crotalus oreganus","Western Rattlesnake","Reptiles","Threatened","Schedule 1","6","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,NA
"367","809","Entosthodon rubiginosus","Rusty Cord–moss","Mosses","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"368","813","Lotus pinnatus","Bog Bird’s–foot Trefoil","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"369","815","Minuartia pusilla","Dwarf Sandwort","Vascular Plants","Endangered","Schedule 1","2.1","Savanna - Dry","Suitable",NA,"Yes"
"370","815","Minuartia pusilla","Dwarf Sandwort","Vascular Plants","Endangered","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"371","815","Minuartia pusilla","Dwarf Sandwort","Vascular Plants","Endangered","Schedule 1","6","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,"Yes"
"372","816","Orthocarpus bracteosus","Rosy Owl–clover","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"373","818","Pterygoneurum kozlovii","Alkaline Wing–nerved Moss","Mosses","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"374","819","Puffinus creatopus","Pink–footed Shearwater","Birds","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"375","820","Syntrichia laevipila","Twisted Oak Moss","Mosses","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"376","821","Abronia umbellata","Pink Sand–verbena","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"377","831","Phlox speciosa ssp. occidentalis","Showy Phlox","Vascular Plants","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"378","844","Castilleja rupicola","Cliff Paintbrush","Vascular Plants","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"379","848","Entosthodon fascicularis","Banded Cord–moss","Mosses","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"380","849","Epilobium densiflorum","Dense Spike–primrose","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"381","853","Schinia bimatris","White Flower Moth","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"382","856","Lupinus densiflorus","Dense–flowered Lupine","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"383","857","Meconella oregana","White Meconella","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"384","859","Microbryum vlassovii","Nugget Moss","Mosses","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"385","862","Orthocarpus barbatus","Grand Coulee Owl–clover","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"386","863","Phacelia ramosissima","Branched Phacelia","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"387","865","Schinia verna","Verna's Flower Moth","Arthropods","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"388","866","Hesperia ottoe","Ottoe Skipper","Arthropods","Endangered","Schedule 1","4.4","Grassland - Temperate","Suitable","Resident","Yes"
"389","867","Silene spaldingii","Spalding's Campion","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"390","869","Sphyrapicus thyroideus","Williamson's Sapsucker","Birds","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable","Breeding Season","Yes"
"391","869","Sphyrapicus thyroideus","Williamson's Sapsucker","Birds","Endangered","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Non-Breeding Season","Yes"
"392","869","Sphyrapicus thyroideus","Williamson's Sapsucker","Birds","Endangered","Schedule 1","1.9","Forest - Subtropical/Tropical Moist Montane","Suitable","Breeding Season","Yes"
"393","883","Aegolius acadicus brooksi","Northern Saw-whet Owl brooksi subspecies","Birds","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"394","884","Agalinis aspera","Rough Agalinis","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"395","897","Rhynchophanes mccownii","McCown's Longspur","Birds","Special Concern","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"396","897","Rhynchophanes mccownii","McCown's Longspur","Birds","Special Concern","Schedule 1","4.4","Grassland - Temperate","Suitable","Breeding Season","Yes"
"397","897","Rhynchophanes mccownii","McCown's Longspur","Birds","Special Concern","Schedule 1","4.4","Grassland - Temperate","Suitable","Non-Breeding Season","Yes"
"398","898","Camissonia contorta","Contorted–pod Evening–primrose","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"399","902","Chrysemys picta bellii","Western Painted Turtle (Pacific Coast population)","Reptiles","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"400","910","Microseris bigelovii","Coast Microseris","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"401","923","Polites sonora","Sonora Skipper","Arthropods","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"402","924","Pooecetes gramineus affinis","Vesper Sparrow affinis subspecies","Birds","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"403","927","Prodoxus quinquepunctellus","Five–spotted Bogus Yucca Moth","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"404","929","Prophysaon coeruleum","Blue–grey Taildropper","Molluscs","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"405","932","Psilocarphus brevissimus","Dwarf Woolly-heads (Prairie population)","Vascular Plants","Special Concern","Schedule 1","5.15","Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats","Suitable",NA,NA
"406","932","Psilocarphus brevissimus","Dwarf Woolly-heads (Prairie population)","Vascular Plants","Special Concern","Schedule 1","5.17","Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Marshes/Pools","Suitable",NA,NA
"407","932","Psilocarphus brevissimus","Dwarf Woolly-heads (Prairie population)","Vascular Plants","Special Concern","Schedule 1","5.6","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"408","932","Psilocarphus brevissimus","Dwarf Woolly-heads (Prairie population)","Vascular Plants","Special Concern","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"409","937","Satyrium semiluna","Half–moon Hairstreak","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"410","939","Schinia avemensis","Gold–edged Gem","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"411","940","Symphyotrichum frondosum","Short–rayed Alkali Aster","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"412","941","Tegeticula corruptrix","Non–pollinating Yucca Moth","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"413","944","Epilobium torreyi","Brook Spike–primrose","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"414","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","10.1","Marine Oceanic - Epipelagic (0-200m)","Suitable","Breeding Season","Yes"
"415","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","10.1","Marine Oceanic - Epipelagic (0-200m)","Suitable","Non-Breeding Season","Yes"
"416","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","10.2","Marine Oceanic - Mesopelagic (200-1000m)","Suitable","Breeding Season","Yes"
"417","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","10.2","Marine Oceanic - Mesopelagic (200-1000m)","Suitable","Non-Breeding Season","Yes"
"418","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","10.3","Marine Oceanic - Bathypelagic (1000-4000m)","Suitable","Non-Breeding Season","Yes"
"419","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","10.4","Marine Oceanic - Abyssopelagic (4000-6000m)","Suitable","Non-Breeding Season","Yes"
"420","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","12.1","Marine Intertidal - Rocky Shoreline","Suitable","Breeding Season","Yes"
"421","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","12.2","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Breeding Season","Yes"
"422","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","12.3","Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches","Suitable","Breeding Season","Yes"
"423","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.1","Marine Neritic - Pelagic","Suitable","Breeding Season","Yes"
"424","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.1","Marine Neritic - Pelagic","Suitable","Non-Breeding Season","Yes"
"425","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.2","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Breeding Season","No"
"426","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.2","Marine Neritic - Subtidal Rock and Rocky Reefs","Suitable","Non-Breeding Season","No"
"427","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.3","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Breeding Season","No"
"428","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.3","Marine Neritic - Subtidal Loose Rock/pebble/gravel","Suitable","Non-Breeding Season","No"
"429","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.4","Marine Neritic - Subtidal Sandy","Suitable","Breeding Season","No"
"430","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.4","Marine Neritic - Subtidal Sandy","Suitable","Non-Breeding Season","No"
"431","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.5","Marine Neritic - Subtidal Sandy-Mud","Suitable","Breeding Season","No"
"432","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.5","Marine Neritic - Subtidal Sandy-Mud","Suitable","Non-Breeding Season","No"
"433","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.7","Marine Neritic - Macroalgal/Kelp","Suitable","Breeding Season","No"
"434","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.7","Marine Neritic - Macroalgal/Kelp","Suitable","Non-Breeding Season","No"
"435","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.9","Marine Neritic - Seagrass (Submerged)","Suitable","Breeding Season","No"
"436","991","Phoebastria nigripes","Black–footed Albatross","Birds","Special Concern","Schedule 1","9.9","Marine Neritic - Seagrass (Submerged)","Suitable","Non-Breeding Season","No"
"437","997","Copablepharon longipenne","Dusky Dune Moth","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"438","998","Copablepharon grandis","Pale Yellow Dune Moth","Arthropods","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"439","1007","Plagiobothrys figuratus","Fragrant Popcornflower","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"440","1010","Uropappus lindleyi","Lindley's False Silverpuffs","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"441","1011","Centaurium muehlenbergii","Muhlenberg's Centaury","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"442","1013","Patagioenas fasciata","Band tailed Pigeon","Birds","Special Concern","Schedule 1","1.1","Forest - Boreal","Suitable","Breeding Season","No"
"443","1013","Patagioenas fasciata","Band tailed Pigeon","Birds","Special Concern","Schedule 1","1.1","Forest - Boreal","Suitable","Non-Breeding Season","No"
"444","1013","Patagioenas fasciata","Band tailed Pigeon","Birds","Special Concern","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Breeding Season","No"
"445","1013","Patagioenas fasciata","Band tailed Pigeon","Birds","Special Concern","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"446","1013","Patagioenas fasciata","Band tailed Pigeon","Birds","Special Concern","Schedule 1","14.6","Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable","Breeding Season","No"
"447","1013","Patagioenas fasciata","Band tailed Pigeon","Birds","Special Concern","Schedule 1","14.6","Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Suitable","Non-Breeding Season","No"
"448","1013","Patagioenas fasciata","Band tailed Pigeon","Birds","Special Concern","Schedule 1","1.5","Forest - Subtropical/Tropical Dry","Suitable","Breeding Season","No"
"449","1013","Patagioenas fasciata","Band tailed Pigeon","Birds","Special Concern","Schedule 1","1.5","Forest - Subtropical/Tropical Dry","Suitable","Non-Breeding Season","No"
"450","1013","Patagioenas fasciata","Band tailed Pigeon","Birds","Special Concern","Schedule 1","2.1","Savanna - Dry","Suitable","Breeding Season","No"
"451","1013","Patagioenas fasciata","Band tailed Pigeon","Birds","Special Concern","Schedule 1","2.1","Savanna - Dry","Suitable","Non-Breeding Season","No"
"452","1014","Carex tumulicola","Foothill Sedge","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"453","1015","Lasthenia glaberrima","Rayless Goldfields","Vascular Plants","Endangered","Schedule 1","4.4","Grassland - Temperate","Suitable",NA,NA
"454","1015","Lasthenia glaberrima","Rayless Goldfields","Vascular Plants","Endangered","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"455","1015","Lasthenia glaberrima","Rayless Goldfields","Vascular Plants","Endangered","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"456","1015","Lasthenia glaberrima","Rayless Goldfields","Vascular Plants","Endangered","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"457","1015","Lasthenia glaberrima","Rayless Goldfields","Vascular Plants","Endangered","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"458","1025","Ranunculus californicus","California Buttercup","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"459","1027","Lomatium grayi","Gray's Desert–parsley","Vascular Plants","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"460","1029","Lupinus oreganus","Oregon Lupine","Vascular Plants","Extirpated","Schedule 1","-9999","NA","NA","NA","NA"
"461","1037","Plagiobothrys tenellus","Slender Popcornflower","Vascular Plants","Threatened","Schedule 1","-9999","NA","NA","NA","NA"
"462","1041","Eleocharis geniculata","Bent Spike-rush (Southern Mountain population)","Vascular Plants","Endangered","Schedule 1","15.8","Artificial/Aquatic - Seasonally Flooded Agricultural Land","Suitable",NA,"Yes"
"463","1041","Eleocharis geniculata","Bent Spike-rush (Southern Mountain population)","Vascular Plants","Endangered","Schedule 1","15.9","Artificial/Aquatic - Canals and Drainage Channels, Ditches","Unknown",NA,NA
"464","1041","Eleocharis geniculata","Bent Spike-rush (Southern Mountain population)","Vascular Plants","Endangered","Schedule 1","5.1","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,"Yes"
"465","1041","Eleocharis geniculata","Bent Spike-rush (Southern Mountain population)","Vascular Plants","Endangered","Schedule 1","5.15","Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats","Suitable",NA,"Yes"
"466","1041","Eleocharis geniculata","Bent Spike-rush (Southern Mountain population)","Vascular Plants","Endangered","Schedule 1","5.2","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,"Yes"
"467","1041","Eleocharis geniculata","Bent Spike-rush (Southern Mountain population)","Vascular Plants","Endangered","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"468","1041","Eleocharis geniculata","Bent Spike-rush (Southern Mountain population)","Vascular Plants","Endangered","Schedule 1","5.8","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,"Yes"
"469","1043","Anarta edwardsii","Edwards' Beach Moth","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"470","1057","Sanfilippodytes bertae","Bert's Predaceous Diving Beetle","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"471","1064","Calcarius ornatus","Chestnut–collared Longspur","Birds","Threatened","Schedule 1","3.4","Shrubland - Temperate","Suitable","Breeding Season","No"
"472","1064","Calcarius ornatus","Chestnut–collared Longspur","Birds","Threatened","Schedule 1","3.4","Shrubland - Temperate","Suitable","Non-Breeding Season","No"
"473","1064","Calcarius ornatus","Chestnut–collared Longspur","Birds","Threatened","Schedule 1","4.4","Grassland - Temperate","Suitable","Breeding Season","Yes"
"474","1064","Calcarius ornatus","Chestnut–collared Longspur","Birds","Threatened","Schedule 1","4.4","Grassland - Temperate","Suitable","Non-Breeding Season","Yes"
"475","1066","Cicindela parowana wallisi","Wallis' Dark Saltflat Tiger Beetle","Arthropods","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"476","1084","Castilleja victoriae","Victoria's Owl–clover","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"477","1086","Pinus albicaulis","Whitebark Pine","Vascular Plants","Endangered","Schedule 1","1.1","Forest - Boreal","Suitable",NA,"Yes"
"478","1086","Pinus albicaulis","Whitebark Pine","Vascular Plants","Endangered","Schedule 1","6","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,"Yes"
"479","34","Grus americana","Whooping Crane","Birds","Endangered","Schedule 1","13.4","Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes","Suitable","Non-Breeding Season","Yes"
"480","34","Grus americana","Whooping Crane","Birds","Endangered","Schedule 1","14.1","Artificial/Terrestrial - Arable Land","Suitable","Non-Breeding Season","No"
"481","34","Grus americana","Whooping Crane","Birds","Endangered","Schedule 1","5.5","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","Yes"
"482","34","Grus americana","Whooping Crane","Birds","Endangered","Schedule 1","5.7","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Breeding Season","Yes"
"483","2","Carex lupuliformis","False Hop Sedge","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"484","4","Astragalus robbinsii var. fernaldii","Fernald's Milk–vetch","Vascular Plants","Special Concern","Schedule 1","-9999","NA","NA","NA","NA"
"485","5","Braya fernaldii","Fernald's Braya","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"486","6","Braya longii","Long's Braya","Vascular Plants","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"487","19","Empidonax virescens","Acadian Flycatcher","Birds","Endangered","Schedule 1","1.1","Forest - Boreal","Suitable","Breeding Season","No"
"488","19","Empidonax virescens","Acadian Flycatcher","Birds","Endangered","Schedule 1","1.4","Forest - Temperate","Suitable","Breeding Season","Yes"
"489","19","Empidonax virescens","Acadian Flycatcher","Birds","Endangered","Schedule 1","14.3","Artificial/Terrestrial - Plantations","Suitable","Non-Breeding Season","No"
"490","19","Empidonax virescens","Acadian Flycatcher","Birds","Endangered","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Breeding Season","Yes"
"491","19","Empidonax virescens","Acadian Flycatcher","Birds","Endangered","Schedule 1","1.6","Forest - Subtropical/Tropical Moist Lowland","Suitable","Non-Breeding Season","Yes"
"492","19","Empidonax virescens","Acadian Flycatcher","Birds","Endangered","Schedule 1","3.6","Shrubland - Subtropical/Tropical Moist","Suitable","Non-Breeding Season","No"
"493","19","Empidonax virescens","Acadian Flycatcher","Birds","Endangered","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","No"
"494","23","Ammodramus henslowii","Henslow's Sparrow","Birds","Endangered","Schedule 1","-9999","NA","NA","NA","NA"
"495","24","Rallus elegans","King Rail","Birds","Endangered","Schedule 1","5.4","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","Yes"
